label,translation
Secretary of State of Georgia,Außenminister von Georgien
Georgia Secretary of State,Außenminister von Georgien
Georgia SOS,Georgien SOS
University of Fukuchiyama,Universität Fukuchiyama
Serra da Ibiapaba,Serra da Ibiapaba
sex chromosome disorder,Geschlechtschromosomenstörung
Shahid Bahonar University of Kerman,Shahid Bahonar Universität von Kerman
Sher-e-Bangla Agricultural University,Sher-e-Bangla Landwirtschaftlich Universität
Sher-e-Bangla Krishi Bishshobiddaloy,Sher-e-Bangla Krishi Bishshobiddaloy
Shippensburg University of Pennsylvania,Universität von Pennsylvania
Shirayuri Women's University,Shirayuri Frauenuniversität
Workers Party for Socialism,Arbeiterpartei für Sozialismus
SIIMA Awards,SIIMA Auszeichnung
Spennymoor Town FC,Spennymoor Town FC
St. John's Red Storm men's basketball,St. John Red Storm Herr Basketball
St. John's Red Storm men's basketball team,St. John Red Storm Herren-Basketball-Team
St. John's Red Storm basketball team,St. John Red Storm Basketball-Team
St. John's Red Storm basketball,St. John Red Storm Basketball
Saint John's Red Storm men's basketball team,Saint John Red Storm Herren-Basketballmannschaft
Saint John's Red Storm men's basketball,Saint John Red Storm Herr Basketball
Saint John's Red Storm basketball team,Saint John Red Storm Basketball-Team
Saint John's Red Storm basketball,Saint John Red Storm Basketball
St. John's Red Storm,St. Johann im Pongau
Saint John's Red Storm,St. John Red Storm
St. John's men's basketball team,St. John Basketballmannschaft der Mann
St. John's men's basketball,St. John Herrenbasketball
St. John's basketball,St. John Basketball
St. John's basketball team,St. John Basketballmannschaft
Saint John's men's basketball team,Saint John Basketballmannschaft der Mann
Saint John's men's basketball,Saint John Mann Basketball
Saint John's basketball team,Saint John Basketballmannschaft
Saint John's basketball,Saint John Basketball
Red Storm men's basketball team,Basketball-Mannschaft Red Storm
Red Storm men's basketball,Red Storm Herr Basketball
Red Storm basketball team,Roter Sturm Basketball-Team
Red Storm basketball,Roter Sturm Basketball
St. John's University men's basketball team,Basketballmannschaft der St. John University
St. John's University men's basketball,St. John University Mann Basketball
St. John's University basketball team,Basketballmannschaft der St. John University
St. John's University basketball,St. John Universität Basketball
Saint John's University men's basketball team,Saint John University Herren-Basketballmannschaft
Saint John's University men's basketball,Saint John University Mann Basketball
Saint John's University basketball team,Saint John University Basketballmannschaft
Saint John's University basketball,Saint John Universität Basketball
SJU Red Storm men's basketball team,SJU Red Storm Herren-Basketballmannschaft
SJU Red Storm men's basketball,SJU Red Storm Herr Basketball
SJU Red Storm basketball team,SJU Red Storm Basketballmannschaft
SJU Red Storm basketball,SJU Red Storm Basketball
SJU men's basketball team,SJU Herren-Basketball-Team
SJU men's basketball,SJU Herr Basketball
SJU basketball team,SJU-Basketballmannschaft
SJU basketball,SJU Basketball
SJU Red Storm,SJU Roter Sturm
SJ Red Storm men's basketball team,SJ Red Storm Herren-Basketball-Team
SJ Red Storm men's basketball,SJ Red Storm Herr Basketball
SJ Red Storm basketball team,SJ Red Storm Basketballmannschaft
SJ Red Storm basketball,SJ Red Storm Basketball
St. John's Redmen basketball,St. John Redmen Basketball
St. John's University,St. John Universität
St. Marianna University School of Medicine,Medizinisch Fakultät der St. Marianna Universität
Sei-marianna ika daigaku,Sei-marianna ika daigaku
St. Paul's Hospital  Hong Kong,St. Paul Krankenhaus Hongkong
tack piano,Klavierteppich
Texas A&M Aggies men's basketball,Texas A&M Aggies Herr Basketball
A&M Aggies men's basketball,A&M Aggies Herr Basketball
Texas Aggies men's basketball,Texas Aggies Herr Basketball
Texas A&M Aggies basketball,Texas A&M Aggies Basketball
Aggies men's basketball,Aggies Herr Basketball
Texas A&M basketball,Texas A&M-Basketball
The Consolations of Philosophy,Der Trost der Philosophie
The Most Beautiful Villages in Japan,Der schön Dorf Japan
Nippon shika daigaku,Nippon shika daigaku
The School of Life,Der Schule der Leben
The Warmth of Other Suns,Der Wärme ander Sonne
Toin University of Yokohama,Toin Universität von Yokohama
Tōkyō shingaku daigaku,Tōkyō shingaku daigaku
Toyota Camry XV30,Toyota Camry XV30
Old-style Longhair,Langhaar im alt Stil
Turubah governorate,Gouvernement Turubah
UAAP Basketball Championship,UAAP Basketball Meisterschaft
UAB Blazers men's basketball,UAB Blazer Herr Basketball
Alabama-Birmingham Blazers men's basketball,Alabama-Birmingham Blazer Herr Basketball
Alabama-Birmingham Blazers basketball,Alabama-Birmingham Blazer Basketball
USA Jet Airlines,USA Jet Airline
UC Santa Barbara Gauchos men's basketball,UC Santa Barbara Gaucho Herr Basketball
USC Trojans men's basketball,USC Trojans Mann Basketball
USC Trojans basketball,USC Trojaner Basketball
USC Trojans,USC-Trojaner
Southern California Trojans men's basketball,Südkalifornien Trojans Mann Basketball
Southern California Trojans basketball,Südkalifornien Trojaner Basketball
USC men's basketball,USC Herr Basketball
USC basketball,USC-Basketball
Southern California men's basketball,Südkalifornien Mann Basketball
Southern California basketball,Südkalifornien Basketball
1998 United States Senate election in Alabama,Senatswahl in der Vereinigte Staat 1998 in Alabama
United States Senate election in Alabama  1998,Senatswahl in der Vereinigte Staat in Alabama 1998
2008 United States Senate election in Alabama,Senatswahl in der Vereinigte Staat 2008 in Alabama
United States Senate election in Alabama  2008,Senatswahl in der Vereinigte Staat in Alabama 2008
1998 United States Senate election in Alaska,Senatswahl in der Vereinigte Staat 1998 in Alaska
United States Senate election in Alaska  1998,Senatswahl in der Vereinigte Staat in Alaska 1998
2014 United States Senate election in Alaska,Senatswahl in der Vereinigte Staat 2014 in Alaska
United States Senate election in Alaska  2014,Senatswahl in der Vereinigte Staat in Alaska 2014
1990 United States Senate election in Georgia,Senatswahl in der Vereinigte Staat 1990 in Georgia
United States Senate election in Georgia  1990,Senatswahl in der Vereinigte Staat 1990
1998 United States Senate election in Georgia,Senatswahl in der Vereinigte Staat 1998 in Georgia
United States Senate election in Georgia  1998,Senatswahl in der Vereinigte Staat 1998
1986 United States Senate election in Iowa,Senatswahl in der Vereinigte Staat 1986 in Iowa
United States Senate election in Iowa  1986,Senatswahl in der Vereinigte Staat 1986
1992 United States Senate election in Iowa,Senatswahl in der Vereinigte Staat 1992 in Iowa
United States Senate election in Iowa  1992,Senatswahl in der Vereinigte Staat 1992
1998 United States Senate election in Iowa,Senatswahl in der Vereinigte Staat 1998 in Iowa
United States Senate election in Iowa  1998,Senatswahl in Iowa 1998
1996 United States Senate election in Kentucky,Senatswahl in der Vereinigte Staat 1996 in Kentucky
United States Senate election in Kentucky  1996,Senatswahl in der Vereinigte Staat 1996
1996 United States Senate election in Minnesota,Senatswahl 1996 in Minnesota
United States Senate election in Minnesota  1996,Senatswahl in der Vereinigte Staat 1996
2012 United States Senate election in Minnesota,Senatswahl 2012 in Minnesota
United States Senate election in Minnesota  2012,Senatswahl in der Vereinigte Staat 2012
2006 United States Senate election in Montana,Senatswahl 2006 in Montana
United States Senate election in Montana  2006,Senatswahl in der Vereinigte Staat in Montana 2006
2014 United States Senate election in Nebraska,Senatswahl in der Vereinigte Staat 2014 in Nebraska
United States Senate election in Nebraska  2014,Senatswahl in der Vereinigte Staat in Nebraska 2014
2014 United States Senate election in New Hampshire,Senatswahl in der Vereinigte Staat 2014 in New Hampshire
United States Senate election in New Hampshire  2014,Senatswahl in New Hampshire 2014
2010 United States Senate election in New Hampshire,Senatswahl in der Vereinigte Staat 2010 in New Hampshire
United States Senate election in New Hampshire  2010,Senatswahl in der Vereinigte Staat in New Hampshire 2010
1992 United States Senate election in New York,Senatswahl in der Vereinigte Staat 1992 in New York
United States Senate election in New York  1992,Senatswahl in der Vereinigte Staat in New York 1992
2012 United States Senate election in North Dakota,Senatswahl in der Vereinigte Staat 2012 in North Dakota
United States Senate election in North Dakota  2012,Senatswahl in der Vereinigte Staat in North Dakota 2012
1994 United States Senate election in Ohio,Senatswahl in der Vereinigte Staat 1994 in Ohio
United States Senate election in Ohio  1994,Senatswahl in der Vereinigte Staat in Ohio 1994
1998 United States Senate election in Ohio,Senatswahl in der Vereinigte Staat 1998 in Ohio
United States Senate election in Ohio  1998,Senatswahl in der Vereinigte Staat 1998
2010 United States Senate election in South Carolina,Senatswahl in der Vereinigte Staat 2010 in South Carolina
United States Senate election in South Carolina  2010,Senatswahl in der Vereinigte Staat in South Carolina 2010
1978 United States Senate election in Texas,Senatswahl in der Vereinigte Staat 1978 in Texas
United States Senate election in Texas  1978,Senatswahl in der Vereinigte Staat in Texas 1978
1984 United States Senate election in Texas,US-Senatwahl 1984 in Texas
United States Senate election in Texas  1984,US-Senatwahl in Texas 1984
1994 United States Senate election in Texas,Senatswahl in der Vereinigte Staat 1994 in Texas
United States Senate election in Texas  1994,Senatswahl in der Vereinigte Staat in Texas 1994
2012 United States Senate election in Utah,Senatswahl 2012 in Utah
United States Senate election in Utah  2012,Senatswahl in Utah 2012
2012 United States Senate election in Vermont,Senatswahl in der Vereinigte Staat 2012 in Vermont
United States Senate election in Vermont  2012,Senatswahl in der Vereinigte Staat in Vermont 2012
1994 United States Senate election in Virginia,Senatswahl in der Vereinigte Staat 1994 in Virginia
United States Senate election in Virginia  1994,Senatswahl in der Vereinigte Staat in Virginia 1994
2008 United States Senate election in Virginia,Senatswahl in der Vereinigte Staat 2008 in Virginia
United States Senate election in Virginia  2008,Senatswahl in der Vereinigte Staat in Virginia 2008
2000 United States Senate election in West Virginia,Senatswahl 2000 in West Virginia
United States Senate election in West Virginia  2000,Senatswahl in der Vereinigte Staat in West Virginia 2000
2008 United States presidential election in Alabama,US-Präsidentschaftswahl 2008 in Alabama
United States presidential election in Alabama  2008,US-Präsidentschaftswahl in Alabama 2008
1992 United States presidential election in Alaska,Präsidentschaftswahl in der Vereinigte Staat 1992 in Alaska
United States presidential election in Alaska  1992,US-Präsidentschaftswahl in Alaska 1992
2000 United States presidential election in Arizona,Präsidentschaftswahl in der Vereinigte Staat 2000 in Arizona
United States presidential election in Arizona  2000,Präsidentschaftswahl in der Vereinigte Staat in Arizona 2000
1952 United States presidential election in California,Präsidentschaftswahl in der Vereinigte Staat 1952 in Kalifornien
United States presidential election in California  1952,US-Präsidentschaftswahl in Kalifornien 1952
1992 United States presidential election in Colorado,Präsidentschaftswahl in der Vereinigte Staat 1992 in Colorado
United States presidential election in Colorado  1992,US-Präsidentschaftswahl in Colorado 1992
1996 United States presidential election in Colorado,Präsidentschaftswahl in der Vereinigte Staat 1996 in Colorado
United States presidential election in Colorado  1996,US-Präsidentschaftswahl in Colorado 1996
2004 United States presidential election in Colorado,Präsidentschaftswahl in der Vereinigte Staat 2004 in Colorado
United States presidential election in Colorado  2004,Präsidentschaftswahl in der Vereinigte Staat in Colorado 2004
1992 United States presidential election in Florida,Präsidentschaftswahl in der Vereinigte Staat 1992 in Florida
United States presidential election in Florida  1992,US-Präsidentschaftswahl in Florida 1992
1996 United States presidential election in Georgia,Präsidentschaftswahl in der Vereinigte Staat 1996 in Georgia
United States presidential election in Georgia  1996,Präsidentschaftswahl in der Vereinigte Staat 1996
2004 United States presidential election in Hawaii,Präsidentschaftswahl in der Vereinigte Staat 2004 auf Hawaii
United States presidential election in Hawaii  2004,Präsidentschaftswahl in der Vereinigte Staat auf Hawaii 2004
1992 United States presidential election in Illinois,Präsidentschaftswahl in der Vereinigte Staat 1992 in Illinois
United States presidential election in Illinois  1992,Präsidentschaftswahl in der Vereinigte Staat 1992
2008 United States presidential election in Indiana,Präsidentschaftswahl in der Vereinigte Staat 2008 in Indiana
United States presidential election in Indiana  2008,Präsidentschaftswahl in der Vereinigte Staat in Indiana 2008
1996 United States presidential election in Iowa,Präsidentschaftswahl in der Vereinigte Staat 1996 in Iowa
United States presidential election in Iowa  1996,Präsidentschaftswahlen in der Vereinigte Staat in Iowa 1996
2000 United States presidential election in Iowa,Präsidentschaftswahl in der Vereinigte Staat 2000 in Iowa
United States presidential election in Iowa  2000,Präsidentschaftswahl in der Vereinigte Staat in Iowa 2000
1996 United States presidential election in Kansas,Präsidentschaftswahl in der Vereinigte Staat 1996 in Kansas
United States presidential election in Kansas  1996,US-Präsidentschaftswahl in Kansas 1996
2000 United States presidential election in Maryland,Präsidentschaftswahl in der Vereinigte Staat 2000 in Maryland
United States presidential election in Maryland  2000,US-Präsidentschaftswahl in Maryland 2000
2004 United States presidential election in Maryland,Präsidentschaftswahl in der Vereinigte Staat 2004 in Maryland
United States presidential election in Maryland  2004,US-Präsidentschaftswahl in Maryland 2004
1992 United States presidential election in Minnesota,Präsidentschaftswahl in der Vereinigte Staat 1992 in Minnesota
United States presidential election in Minnesota  1992,Präsidentschaftswahl in der Vereinigte Staat 1992
1996 United States presidential election in Minnesota,Präsidentschaftswahl in der Vereinigte Staat 1996 in Minnesota
United States presidential election in Minnesota  1996,Präsidentschaftswahl in der Vereinigte Staat 1996
2008 United States presidential election in Mississippi,US-Präsidentschaftswahl 2008 in Mississippi
United States presidential election in Mississippi  2008,US-Präsidentschaftswahl in Mississippi 2008
2004 United States presidential election in Nebraska,Präsidentschaftswahl in der Vereinigte Staat 2004 in Nebraska
United States presidential election in Nebraska  2004,Präsidentschaftswahl in der Vereinigte Staat in Nebraska 2004
2004 United States presidential election in New Hampshire,Präsidentschaftswahl in der Vereinigte Staat 2004 in New Hampshire
United States presidential election in New Hampshire  2004,Präsidentschaftswahl in der Vereinigte Staat in New Hampshire 2004
1980 United States presidential election in North Carolina,Präsidentschaftswahl in der Vereinigte Staat 1980 in North Carolina
United States presidential election in North Carolina  1980,Präsidentschaftswahlen in der Vereinigte Staat in North Carolina 1980
1984 United States presidential election in North Carolina,Präsidentschaftswahl in der Vereinigte Staat 1984 in North Carolina
United States presidential election in North Carolina  1984,US-Präsidentschaftswahl in North Carolina 1984
1992 United States presidential election in Oklahoma,Präsidentschaftswahl in der Vereinigte Staat 1992 in Oklahoma
United States presidential election in Oklahoma  1992,US-Präsidentschaftswahl in Oklahoma 1992
2008 United States presidential election in Oregon,US-Präsidentschaftswahl 2008 in Oregon
United States presidential election in Oregon  2008,US-Präsidentschaftswahl in Oregon 2008
1948 United States presidential election in Pennsylvania,Präsidentschaftswahl in der Vereinigte Staat 1948 in Pennsylvania
United States presidential election in Pennsylvania  1948,Präsidentschaftswahl in der Vereinigte Staat 1948
1980 United States presidential election in Pennsylvania,Präsidentschaftswahl in der Vereinigte Staat 1980 in Pennsylvania
United States presidential election in Pennsylvania  1980,Präsidentschaftswahl in der Vereinigte Staat 1980
1992 United States presidential election in Pennsylvania,Präsidentschaftswahl in der Vereinigte Staat 1992 in Pennsylvania
United States presidential election in Pennsylvania  1992,Präsidentschaftswahl in der Vereinigte Staat 1992
2000 United States presidential election in South Carolina,Präsidentschaftswahl in der Vereinigte Staat 2000 in South Carolina
United States presidential election in South Carolina  2000,Präsidentschaftswahl in der Vereinigte Staat in South Carolina 2000
2004 United States presidential election in Tennessee,US-Präsidentschaftswahl 2004 in Tennessee
United States presidential election in Tennessee  2004,US-Präsidentschaftswahl in Tennessee 2004
2004 United States presidential election in Texas,Präsidentschaftswahl in der Vereinigte Staat 2004 in Texas
United States presidential election in Texas  2004,US-Präsidentschaftswahl in Texas 2004
1992 United States presidential election in Wyoming,Präsidentschaftswahl in der Vereinigte Staat 1992 in Wyoming
United States presidential election in Wyoming  1992,US-Präsidentschaftswahl in Wyoming 1992
University of Calicut,Universität von Calicut
University of Languages and International Studies,Universität für Sprache und Internationale Studie
College of Foreign Languages,Hochschule für Fremdsprachen
ULIS school,ULIS Schule
University of Mohaghegh Ardabili,Universität von Mohaghegh Ardabili
Upper cloth controversy,Oberstoff Kontroverse
Utah Utes men's basketball,Utah Ute Herr Basketball
2007 Uttar Pradesh Legislative Assembly election,Wahl der Legislativversammlung in Uttar Pradesh 2007
Uttar Pradesh Legislative Assembly election  2007,Wahl der Legislativversammlung in Uttar Pradesh 2007
Van's Aircraft RV-12,Transporter Flugzeug RV-12
Van's RV-12,Vans RV-12
Vans RV-12,Kleintransporter RV-12
Vans Aircraft RV-12,Vans Flugzeug RV-12
vert skateboarding,vert skateboarding
vertical skateboarding,Vertikales Skateboarden
vert skating,vert skating
vertical skating,Vertikales Skating
2010 Victorian state election,Viktorianische Landtagswahl 2010
Victorian state election  2010,Landtagswahl im viktorianischen Bundesstaat 2010
2014 Washington  D.C. mayoral election,2014 Washington D.C. Bürgermeisterwahl
Washington  D.C. mayoral election  2014,Washington D.C. Bürgermeisterwahl 2014
Welfare Party of India,Wohlfahrtspartei Indien
2013 Western Australian state election,Wahl in Westaustralien 2013
Western Australian state election  2013,Parlamentswahlen in Westaustralien 2013
White House Office of the Press Secretary,Büro der Pressesprechers im Weiße Haus
2006 Wisconsin gubernatorial election,Gouverneurswahl in Wisconsin 2006
Wisconsin gubernatorial election  2006,Gouverneurswahl in Wisconsin 2006
Xilinx ISE,Xilinx ISE
ISE Design Suite,ISE Design Suite
2002 Florida gubernatorial election,Gouverneurswahl in Florida 2002
Florida gubernatorial election  2002,Gouverneurswahl in Florida 2002
2008 United States presidential election in California,US-Präsidentschaftswahl 2008 in Kalifornien
United States presidential election in California  2008,US-Präsidentschaftswahl in Kalifornien 2008
Wielka pętla bieszczadzka,Wielka pętla bieszczadzka
The First Half of My Life,Der erste Hälfte mein Leben
From Emperor to Citizen: The Autobiography of Aisin-Gioro Pu Yi,Vom Kaiser zum Bürger: Der Autobiographie von Aisin-Gioro Pu Yi
Independent of Angola,Unabhängig von Angola
Ho Chi Minh National Academy of Politics,Ho Chi Minh Nationale Akademie der Politik
megaloblastic anemia,megaloblastische Anämie
Grasbeck-Imerslund syndrome,Grasbeck-Imerslund-Syndrom
Imerslund-Grasbeck syndrome,Imerslund-Grasbeck-Syndrom
MGA1 Norwegian type,MGA1 Norwegischer Typ
recessive hereditary megaloblastic anemia 1,rezessive hereditäre megaloblastische Anämie 1
megaloblastic anaemia,megaloblastische Anämie
Committee on Ethnic Minority Affairs,Ausschuss für Angelegenheit der ethnisch Minderheit
Shahrud University of Technology,Technisch Universität Shahrud
Shahrood University of Technology,Technisch Universität Shahrood
National Institute of Infectious Diseases,Nationales Institut für Infektionskrankheiten
National Institute of Health,Nationales Institut für Gesundheit
Directorate General of Highways,Generaldirektion für Autobahn
Chang'an  Tang Empire,Chang Tang Reich
Tang Chang'an,Tang Chang
Kano baseball team,Kano Baseball Mannschaft
Kagi Agricultural and Forestry School baseball team,Kagi Landwirtschaft und Forstwirtschaft Schule Baseball-Team
Ministry of Sports,Ministerium für Sport
De Lin Institute of Technology,De Lin Institut für Technologie
Hungkuo Delin University of Technology,Technisch Universität Hungkuo Delin
Sze Hai College of Technology and Commerce,Sze Hai Hochschule für Technik und Handel
Traditional Vietnamese musical instruments,Traditionelle vietnamesische Musikinstrumente
Movement of Socialists,Bewegung der Sozialist
Modenas Kriss series,Modenas Kriss Serie
satellite tool kit,Satelliten-Werkzeugsatz
SG Holdings,SG Holding
Struggle Movement Against The Amendment of The Japan-United States Security Treaty in 1960 and 1970 Japan,Kampfbewegung gegen der Änderung der Sicherheitsvertrags zwischen Japan und der Vereinigte Staat in der Jahr 1960 und 1970 Japan
(1960 and 1970) Anpo Struggle,1960 und 1970: Anpo Struggle
Toyota Prius α,Toyota Prius: jetzt buchen; α
Toyota Grand HiAce,Toyota HiAce - jetzt buchen
NAGOYA DIAMOND Dolphins,NAGOYA DIAMOND Delfine
Sanriku-kita Jukan road,Sanriku-kita Jukan Straße
Sanriku-kita road,Sanriku-Kita Straße
UeShin motorway,Autobahn UeShin
Small and Medium Enterprise Agency,Agentur für kleine und mittler Unternehmen
The Graduate School of Project Design,Der Graduiertenschule für Projektgestaltung
Twenty-four Eyes,Vierundzwanzig Auge
Taiwan Hospitality and Tourism University,Taiwan Hospitality und Tourismus Universität
JPX Group,JPX Gruppe
Nihon University College of Art,Hochschule für Kunst Nihon
Japan Championships in Athletics,Japanisch Meisterschaft in der Leichtathletik
TOSHIBA KAWASAKI BraveThunders,KAWASAKI BraveThunders - jetzt buchen
TOSHIBA BraveThunders,BraveThunders für der Zukunft
TOSHIBA BraveThunders KANAGAWA,BraveThunders KANAGAWA
TOSHIBA RedThunders,RedThunders für der Zukunft
Atami Beach line,Atami Beach Linie
The King’s Two Bodies,Der zwei Körper der König
92nd National High School Baseball Championship,92. Nationale High School Baseball Meisterschaft
House of the First Shō,Haus der erst Shō
senile dementia,Altersdemenz
CTBC Financial Management College,CTBC Finanzmanagement Hochschule
railway photography,Eisenbahnfotografie
Rokugō no Mori,Rokugō no Mori
Myoclonic epilepsy,Myoklonische Epilepsie
cock docking,Hahn andocken
foreskin play,Vorhaut spielen
gay docking,schwul andocken
subdistrict of Iraq,Unterbezirk von Irak
nature religion,Naturreligion
India at the Paralympics,Indien bei der Paralympics
Shan Nationalities League for Democracy,Shan Nationalität Liga für Demokratie
UIN Syarif Hidayatullah Jakarta,UIN Syarif Hidayatullah Jakarta
Park Geun-hye Government,Park Geun-hye Regierung
2007–08 UEFA Champions League knockout stage,UEFA Champions League K.o.-Phase 2007/08
2007-08 UEFA Champions League knockout stage,2007-08 UEFA Champions League K.o.-Phase
1962 Madras Legislative Assembly election,Parlamentswahl in Madras 1962
Madras State legislative assembly election  1962,Wahl zur Legislativversammlung in Madras 1962
Hindu Religious and Charitable Endowments Department,Hinduistische Abteilung für religiös und karitativ Stiftung
Supercoppa italiana 2013,Supercoppa italiana 2013
University of Tyumen,Universität Tyumen
1967 Greek coup d'état,Staatsstreich in Griechenland 1967
thyroid neoplasm,Schilddrüsenneoplasma
thyroid neoplasms,Schilddrüsentumoren
Dhaka University of Engineering & Technology,Technisch Universität Dhaka
College of Engineering  Faculty of Engineering  University of Dhaka,Hochschule für Ingenieurwissenschaften Fakultät für Ingenieurwissenschaften Universität Dhaka
Dhaka Engineering college,Dhaka Ingenieurschule
Bangladesh Institute of Technology Dhaka,Bangladesch Institut für Technologie Dhaka
I Hope They Serve Beer in Hell,Ich hoffen dass ich Bier in der Hölle servieren
Malaysian Fire and Rescue Department,Malaysische Feuerwehr und Rettungsdienst
hard-boiled egg,hartgekochtes Ei
hard boiled egg,hart gekocht Ei
The Mathematical Classic of Sun Zi,Der mathematisch Klassiker der Sun Zi
1968 NFL Championship Game,1968 NFL Meisterschaftsspiel
Arab Socialist Ba'ath Party – Iraq Region,Arabisch Sozialistisch Baath-Partei – Irak Region
1989–90 in English football,Fußball 1989/90
1989-90 in English football,Fußball im Jahr 1989/90
Republic of Cuba,Republik Kuba
People's Security Agency,Volkssicherheitsagentur
2013 Rajasthan Legislative Assembly election,Wahl der Legislativversammlung in Rajasthan 2013
Rajasthan Legislative Assembly election  2013,Wahl der Legislativversammlung in Rajasthan 2013
Wiki-PR editing of Wikipedia,Wiki-PR Bearbeitung von Wikipedia
Virgin Radio UK,Virgin Radio Deutschland
The Open University of Japan,Der Offene Universität von Japan
Open University of Japan,Offene Universität von Japan
The University of the Air,Der Universität der Luft
University of the Air,Universität der Luft
figure skating at the 2014 Winter Olympics – ladies' singles,Eiskunstlauf/Olympisch Winterspiele 2014/Dameneinzel
figure skating at the 2014 Winter Olympics - ladies' singles,Eiskunstlauf/Olympisch Winterspiele 2014/Dameneinzel
Renault Twingo III,Renault Twingo III
Mississippi State Bulldogs men's basketball,Mississippi State Bulldogs Herr Basketball
MS State Bulldogs,MS State Bulldogs
Bulldogs basketball,Bulldogs Basketball
Mississippi State basketball,Mississippi State Basketball
MS State basketball,MS Staatsbasketball
Mississippi State men's basketball,Mississippi State Mann Basketball
Bulldogs men's basketball,Bulldogs Herr Basketball
Mississippi State Maroons men's basketball,Mississippi State Maroons Mann Basketball
Maroons men's basketball,Maroons Herr Basketball
Miss State men's basketball,Miss State Mann Basketball
Miss. State men's basketball,Miss. State Mann Basketball
MSU men's basketball,MSU Mann Basketball
MSU Bulldogs men's basketball,MSU Bulldogs Herr Basketball
MSU basketball,MSU Basketball
Miss State basketball,Miss State Basketball
MSU Bulldogs basketball,MSU Bulldogs Basketball
MSU Bulldogs,MSU Bulldogs
Sessile serrated adenoma,Sessiles gezahnt Adenom
Interstate 80 in Wyoming,Interstate 80 in Wyoming
Government-General of Taiwan,General der **
Office of the Governor-General of Taiwan,Amt der Generalgouverneurs von Taiwan
Taiwan Food and Drug Administration,Taiwan Lebensmittel- und Arzneimittelbehörde
aberrations of the eye,Aberrationen der Auge
corneal wavefront aberration,Hornhautwellenfrontaberration
2006 Kansas gubernatorial election,Gouverneurswahl in Kansas 2006
Kansas gubernatorial election  2006,Gouverneurswahl in Kansas 2006
Beauty and the Beast,Der Schönes und der Biest
Disney's Beauty and the Beast,Disneys Schönes und der Biest
2012 United States presidential election in Mississippi,US-Präsidentschaftswahl 2012 in Mississippi
United States presidential election in Mississippi  2012,US-Präsidentschaftswahl in Mississippi 2012
1988 United States presidential election in Arizona,Präsidentschaftswahl in der Vereinigte Staat 1988 in Arizona
United States presidential election in Arizona  1988,Präsidentschaftswahl in der Vereinigte Staat 1988
1986 Arkansas gubernatorial election,Gouverneurswahl in Arkansas 1986
Arkansas gubernatorial election  1986,Gouverneurswahl in Arkansas 1986
2016 Missouri gubernatorial election,Gouverneurswahl in Missouri 2016
Missouri gubernatorial election  2016,Gouverneurswahl in Missouri 2016
1994 United States Senate election in California,Senatswahl 1994 in Kalifornien
United States Senate election in California  1994,Senatswahl in der Vereinigte Staat in Kalifornien 1994
Why I am an Atheist,Warum ich einen Atheist sein
Why I am an atheist?,Warum sein ich Atheist?
2014 AFL season,AFL-Saison 2014
pi nai,pi nai
Architecture of Mesopotamia,Architektur von Mesopotamien
Seven-a-side football,Siebenfußball
NIFL Premier Intermediate League,NIFL Premier Intermediate League
NIFL Championship 2,NIFL Meisterschaft 2
Chaktomuk era,Tschaktomuk-Ära
Moskovskiĭ universitet MVD Rossii,Moskowski Universität universitet MVD Rossii
dependence syndrome,Abhängigkeitssyndrom
2014–15 Argentine Primera División season,Argentinische Primera División 2014/15
Shooting ranges in the United States,Schießstände in der Vereinigte Staat
Hanoi University of Industry,Hanoi Universität der Industrie
Hanoi Chamber of Commerce,Handelskammer Hanoi
Organization and Guidance Department of the Workers' Party of Korea,Abteilung Organisation und Beratung der Arbeiterpartei Koreas
Wangjing SOHO,Wangjing SOHO
1972 United States presidential election in New York,Präsidentschaftswahl in der Vereinigte Staat 1972 in New York
United States presidential election in New York  1972,Präsidentschaftswahl in der Vereinigte Staat 1972 in New York
2017 Scottish local elections,Schottisch Kommunalwahl 2017
Mercedes-Benz 4G-Tronic transmission,Mercedes-Benz 4G-Tronic Getriebe
1993 AFL season,AFL-Saison 1993
2006 United States Senate election in Maine,Senatswahl in der Vereinigte Staat 2006 in Maine
United States Senate election in Maine  2006,Senatswahl in der Vereinigte Staat in Maine 2006
Nevada Wolf Pack men's basketball,Nevada Wolf Pack Herr Basketball
Nevada Wolf Pack basketball,Nevada Wolf Pack Basketball
Wolf Pack men's basketball,Wolf Pack Herr Basketball
University of Nevada men's basketball,University of Nevada Mann Basketball
UNR Wolf Pack men's basketball,UNR Wolf Pack Herr Basketball
UNR men's basketball,UNR Mann Basketball
Nevada Wolfpack men's basketball,Nevada Wolfpack Herr Basketball
Wolfpack men's basketball,Wolfpack Herr Basketball
1969 New York City mayoral election,Bürgermeisterwahl in New York City 1969
New York City mayoral election  1969,Bürgermeisterwahl in New York City 1969
ITV Sport,ITV Sport
1984 United States presidential election in Arkansas,Präsidentschaftswahl in der Vereinigte Staat 1984 in Arkansas
United States presidential election in Arkansas  1984,US-Präsidentschaftswahl in Arkansas 1984
ABO hemolytic disease of the newborn,ABO hämolytische Erkrankung der Neugeborene
ICC Women's World Twenty20,ICC Frau Welt Twenty20
Foundation for Individual Rights in Education,Stiftung für individuelle Recht in der Bildung
2016 Delaware gubernatorial election,Gouverneurswahl in Delaware 2016
Delaware gubernatorial election  2016,Gouverneurswahl in Delaware 2016
latent iron deficiency,latent Eisenmangel
